,number,value,datetime_start,datetime_complete,duration,params_activation1,params_activation2,params_first_layer,params_lr,params_second_layer,state,deceased_recall,hospitalized_recall,nonhospitalized_recall,recovered_recall,mean_recall
79,79,0.021466666666666665,2020-12-15 06:14:05.092203,2020-12-15 06:17:56.395739,0 days 00:03:51.303536,relu,sigmoid,28,0.0002912826969135679,176,COMPLETE,0.005366666666666666,0.5023973074576339,0.9963525676395804,0.2447205770047262,0.4372092796921518
80,80,0.09054480764954413,2020-12-15 06:17:56.396586,2020-12-15 06:21:56.203684,0 days 00:03:59.807098,relu,sigmoid,37,0.0005219142533723259,171,COMPLETE,0.022636201912386033,0.3707678075855688,0.9945340605611743,0.25885133874013605,0.41169735219981635
81,81,0.0008,2020-12-15 06:21:56.204559,2020-12-15 06:25:53.249165,0 days 00:03:57.044606,relu,sigmoid,37,0.0005017745997572902,144,COMPLETE,0.0002,0.2940716830358022,0.9985583091270513,0.1375207685814219,0.35758769018606884
82,82,0.019333333333333334,2020-12-15 06:25:53.250052,2020-12-15 06:29:47.795305,0 days 00:03:54.545253,relu,sigmoid,44,0.00031442415851644,172,COMPLETE,0.004833333333333334,0.4972769500265712,0.9966837892601843,0.05563437423648128,0.38860711171414253
83,83,0.0064,2020-12-15 06:29:47.796208,2020-12-15 06:33:46.385032,0 days 00:03:58.588824,relu,sigmoid,55,0.0002481289697816077,181,COMPLETE,0.0016,0.4472680929793139,0.9961005531491317,0.08113772672897934,0.3815265932143562
84,84,0.01813333333333333,2020-12-15 06:33:46.385932,2020-12-15 06:38:20.092068,0 days 00:04:33.706136,relu,sigmoid,37,0.0007401184077403022,187,COMPLETE,0.004533333333333333,0.3505402798826934,0.9975006416283403,0.152192087160469,0.376191585501209
85,85,0.0004,2020-12-15 06:38:20.093091,2020-12-15 06:42:40.369818,0 days 00:04:20.276727,relu,sigmoid,27,0.0005674423039569627,150,COMPLETE,0.0001,0.45768004408841306,0.9975366437276649,0.06305482720427621,0.3795928787550885
86,86,0.006666666666666668,2020-12-15 06:42:40.370827,2020-12-15 06:47:24.389474,0 days 00:04:44.018647,relu,sigmoid,43,0.00038190741326731616,180,COMPLETE,0.001666666666666667,0.49260436554018144,0.9958429377497984,0.08397222312347231,0.3935215482700297
87,87,0.02613333333333333,2020-12-15 06:47:24.390459,2020-12-15 06:52:13.319246,0 days 00:04:48.928787,relu,sigmoid,35,0.001353498841227254,168,COMPLETE,0.006533333333333333,0.4851024465132758,0.9965813864569851,0.09636488918054505,0.3961455138710348
88,88,0.0128,2020-12-15 06:52:13.320319,2020-12-15 06:56:54.121960,0 days 00:04:40.801641,relu,sigmoid,26,0.0011339266689742798,189,COMPLETE,0.0032,0.42888479933867385,0.9973870353687883,0.09026295345982767,0.37993369704182245
89,89,0.010533333333333334,2020-12-15 06:56:54.122960,2020-12-15 07:02:05.370074,0 days 00:05:11.247114,relu,sigmoid,66,0.0008659217095621914,175,COMPLETE,0.0026333333333333334,0.4314700730214341,0.9974046363160405,0.1194456795308529,0.3877384305504152
90,90,0.03760053368912609,2020-12-15 07:02:05.371098,2020-12-15 07:06:55.880132,0 days 00:04:50.509034,relu,sigmoid,51,0.0004089924279743006,199,COMPLETE,0.009400133422281522,0.2740006298344716,0.9951140881720848,0.2817433712723902,0.39006455567530707
91,91,0.07386693351122971,2020-12-15 07:06:55.881362,2020-12-15 07:11:26.758602,0 days 00:04:30.877240,relu,sigmoid,32,0.0005035967711963217,194,COMPLETE,0.018466733377807427,0.4342846458165214,0.9943700533288679,0.08463525030140376,0.38293917070615013
92,92,0.015466666666666665,2020-12-15 07:11:26.759617,2020-12-15 07:15:23.575612,0 days 00:03:56.815995,relu,sigmoid,40,0.0002474150942126598,183,COMPLETE,0.0038666666666666663,0.24724447418662776,0.9966181844342457,0.35983527748343863,0.40189115069274467
93,93,0.016802134756504335,2020-12-15 07:15:23.576653,2020-12-15 07:19:31.918537,0 days 00:04:08.341884,relu,sigmoid,56,0.0003335751474203546,197,COMPLETE,0.004200533689126084,0.3721012852559687,0.9963685699309881,0.4332017801425251,0.451468042254652
94,94,0.07040800533689126,2020-12-15 07:19:31.919575,2020-12-15 07:23:27.049519,0 days 00:03:55.129944,relu,sigmoid,27,0.0005631532619302195,189,COMPLETE,0.017602001334222815,0.2540024012439231,0.9948180740530128,0.2758664421465807,0.38557222969443483
95,95,0.029872092506115187,2020-12-15 07:23:27.050413,2020-12-15 07:27:25.623525,0 days 00:03:58.573112,relu,sigmoid,25,0.0005893109115687953,190,COMPLETE,0.007468023126528797,0.30504064400574726,0.9984855047875888,0.23539820842115117,0.386598095085254
96,96,0.027205425839448526,2020-12-15 07:27:25.624434,2020-12-15 07:31:50.379313,0 days 00:04:24.754879,relu,sigmoid,45,0.001821191115360246,179,COMPLETE,0.006801356459862132,0.43945125671659424,0.998105481374934,0.14052710171976956,0.39622129906779
97,97,0.03880329108294418,2020-12-15 07:31:50.380234,2020-12-15 07:35:51.213469,0 days 00:04:00.833235,relu,sigmoid,36,0.0004327627923115451,172,COMPLETE,0.009700822770736046,0.2521247072253824,0.9960525481439187,0.4825779700522155,0.43511401204806316
98,98,0.025201778963753613,2020-12-15 07:35:51.214384,2020-12-15 07:39:40.531149,0 days 00:03:49.316765,relu,sigmoid,20,0.0007384080162250152,194,COMPLETE,0.006300444740938403,0.3065817702285118,0.9948860761522388,0.09611271890803909,0.350970252507432
99,99,0.09413422281521014,2020-12-15 07:39:40.532166,2020-12-15 07:43:48.502671,0 days 00:04:07.970505,relu,sigmoid,31,0.0023494461406635605,168,COMPLETE,0.023533555703802535,0.36452555750191906,0.9954853240149589,0.14647342054011908,0.3825044644401999
100,100,0.0002666666666666667,2020-12-15 07:43:48.503740,2020-12-15 07:47:55.596922,0 days 00:04:07.093182,relu,sigmoid,27,0.0027007790648352938,168,COMPLETE,6.666666666666667e-05,0.4363522742929124,0.9964621788020942,0.09997518729762679,0.38321407676482505
101,101,0.007466666666666666,2020-12-15 07:47:55.597836,2020-12-15 07:52:12.872783,0 days 00:04:17.274947,relu,sigmoid,41,0.0011049628571977855,175,COMPLETE,0.0018666666666666664,0.46619855531718074,0.9969126117387994,0.11115745255989828,0.39403382157063627
102,102,0.0256,2020-12-15 07:52:12.873752,2020-12-15 07:56:17.074357,0 days 00:04:04.200605,relu,sigmoid,33,0.0005514468624816971,200,COMPLETE,0.0064,0.32075304584014014,0.9968878039812067,0.09203298462347739,0.354018458611206
103,103,0.030133333333333335,2020-12-15 07:56:17.075274,2020-12-15 08:00:28.272056,0 days 00:04:11.196782,relu,sigmoid,28,0.003746668135244962,185,COMPLETE,0.007533333333333334,0.37755821048280747,0.9969118055045033,0.09762165601123259,0.36990625133296917
104,104,0.015866666666666664,2020-12-15 08:00:28.272955,2020-12-15 08:04:25.057474,0 days 00:03:56.784519,relu,sigmoid,39,0.00027935860851676845,195,COMPLETE,0.003966666666666666,0.3284448993248962,0.9966813887737376,0.2033394984653746,0.38310811330766875
105,105,0.0002666666666666667,2020-12-15 08:04:25.058441,2020-12-15 08:08:10.326492,0 days 00:03:45.268051,relu,sigmoid,20,0.00014709190607912614,152,COMPLETE,6.666666666666667e-05,0.2963627059263488,0.996227759997508,0.43999858499583244,0.433163929396589
106,106,0.0,2020-12-15 08:08:10.327438,2020-12-15 08:12:34.363051,0 days 00:04:24.035613,relu,sigmoid,54,0.0009271572234847849,139,COMPLETE,0.0,0.28023697521994995,0.9994367661035339,0.04899483170869922,0.33216714325804575
107,107,0.0,2020-12-15 08:12:34.363998,2020-12-15 08:17:00.246800,0 days 00:04:25.882802,relu,sigmoid,44,0.0014219303559855178,189,COMPLETE,0.0,0.41228177219674456,0.9987887249873199,0.10909288090678684,0.3800408445227128
108,108,0.02213333333333333,2020-12-15 08:17:00.247819,2020-12-15 08:20:59.050126,0 days 00:03:58.802307,relu,sigmoid,24,0.002152060090957262,166,COMPLETE,0.005533333333333333,0.36981419883086974,0.9951180916028568,0.13293322364829058,0.3758497118538376
109,109,0.024000711585501447,2020-12-15 08:20:59.051027,2020-12-15 08:24:46.710757,0 days 00:03:47.659730,relu,sigmoid,30,0.00010234895866260925,178,COMPLETE,0.006000177896375362,0.39816265475229795,0.9960037444700571,0.2524718711541644,0.4131596120682237
110,110,0.07027155881698911,2020-12-15 08:24:46.711676,2020-12-15 08:28:57.733806,0 days 00:04:11.022130,relu,sigmoid,49,0.00045629519992125203,182,COMPLETE,0.01756788970424728,0.3875154998327003,0.9954765128521356,0.25387535526904603,0.4136088144145323
111,111,0.029599999999999998,2020-12-15 08:28:57.734828,2020-12-15 08:33:13.233359,0 days 00:04:15.498531,relu,sigmoid,48,0.0006779882954736326,183,COMPLETE,0.0073999999999999995,0.3130680811699176,0.9971278197390342,0.11037487343666127,0.35699269358640323
112,112,0.048799999999999996,2020-12-15 08:33:13.234392,2020-12-15 08:37:11.572094,0 days 00:03:58.337702,relu,sigmoid,35,0.00048618257755241555,173,COMPLETE,0.012199999999999999,0.36521345483890005,0.9978294629929232,0.22886137019351493,0.40102607200633456
113,113,0.007866666666666666,2020-12-15 08:37:11.573089,2020-12-15 08:41:17.238337,0 days 00:04:05.665248,relu,sigmoid,61,0.00022577040224867336,172,COMPLETE,0.0019666666666666665,0.45879012734465724,0.9961229532002687,0.33345563371761144,0.447583845232301
114,114,0.050939292861907945,2020-12-15 08:41:17.239394,2020-12-15 08:45:12.934875,0 days 00:03:55.695481,relu,sigmoid,36,0.00034315177108376464,178,COMPLETE,0.012734823215476986,0.31072490011218923,0.995821334383088,0.3043418314322107,0.4059057222857412
115,115,0.04320053368912609,2020-12-15 08:45:12.936148,2020-12-15 08:49:07.835056,0 days 00:03:54.898908,relu,sigmoid,39,0.00032581362800266066,180,COMPLETE,0.010800133422281522,0.40450331647213955,0.9951949002307874,0.22390076836179928,0.4085997796217519
116,116,0.0866747609517456,2020-12-15 08:49:07.835924,2020-12-15 08:52:55.089233,0 days 00:03:47.253309,relu,sigmoid,20,0.000411373431190281,169,COMPLETE,0.0216686902379364,0.3618704115574626,0.994109230709536,0.4174768954780321,0.44878130699574176
117,117,0.08040293529019346,2020-12-15 08:52:55.090131,2020-12-15 08:57:11.597824,0 days 00:04:16.507693,relu,sigmoid,70,0.0006434678452251695,155,COMPLETE,0.020100733822548365,0.36485523648316176,0.9957109280851215,0.30305608122939615,0.42093074490505694
118,118,0.014533333333333334,2020-12-15 08:57:11.598737,2020-12-15 09:01:32.958049,0 days 00:04:21.359312,relu,sigmoid,72,0.0007081218158610436,160,COMPLETE,0.0036333333333333335,0.4002647273013561,0.997369440579026,0.16423943272644895,0.3913767334850411
119,119,0.0112,2020-12-15 09:01:32.959490,2020-12-15 09:05:43.010919,0 days 00:04:10.051429,relu,sigmoid,50,0.0006152933257796802,155,COMPLETE,0.0028,0.3868315389611667,0.9975014414235149,0.09110583476947741,0.36955970378853975
120,120,0.0,2020-12-15 09:05:43.011812,2020-12-15 09:10:13.912078,0 days 00:04:30.900266,relu,sigmoid,58,0.0008159556653090266,184,COMPLETE,0.0,0.3720766823469207,0.9979174689837237,0.18129455529155988,0.3878221766555511
121,121,0.0164,2020-12-15 09:10:13.913453,2020-12-15 09:14:16.744290,0 days 00:04:02.830837,relu,sigmoid,45,0.00041241099680319114,177,COMPLETE,0.0041,0.3913171413387919,0.9955389171532255,0.20195130420356827,0.39822684067389647
122,122,0.008933511229708695,2020-12-15 09:14:16.745663,2020-12-15 09:18:15.774118,0 days 00:03:59.028455,relu,sigmoid,36,0.0005501446488313697,170,COMPLETE,0.0022333778074271737,0.3356250123014545,0.99711021698678,0.3123367965259226,0.4118263509053961
123,123,0.04293333333333332,2020-12-15 09:18:15.775047,2020-12-15 09:22:10.263065,0 days 00:03:54.488018,relu,sigmoid,26,0.0003271785563692172,187,COMPLETE,0.01073333333333333,0.5688596059598089,0.9943020490277951,0.09719345838963238,0.4177721116776424
124,124,0.016133333333333333,2020-12-15 09:22:10.264027,2020-12-15 09:26:07.382776,0 days 00:03:57.118749,relu,sigmoid,31,0.0004345417180411359,193,COMPLETE,0.004033333333333333,0.3446798669474679,0.9953829069893665,0.17676371925659443,0.3802149566316906
125,125,0.03560355792750723,2020-12-15 09:26:07.383736,2020-12-15 09:29:58.559504,0 days 00:03:51.175768,relu,sigmoid,20,0.0010756985364822678,164,COMPLETE,0.008900889481876808,0.3252160135414411,0.9947284697392049,0.18804882720450883,0.37922354999175795
126,126,0.07720320213475648,2020-12-15 09:29:58.560518,2020-12-15 09:33:55.126363,0 days 00:03:56.565845,relu,sigmoid,40,0.0002683927432152043,182,COMPLETE,0.01930080053368912,0.5478605310291889,0.9954757120200448,0.07832061158614882,0.41023941379226786
127,127,0.0,2020-12-15 09:33:55.127865,2020-12-15 09:37:15.269619,0 days 00:03:20.141754,relu,sigmoid,41,0.005567004004135891,182,PRUNED,0.0,1.8477916428838548,3.994023626088481,0.19215681962483774,1.5084930221492934
128,128,0.07614614187235934,2020-12-15 09:37:15.283653,2020-12-15 09:41:35.231184,0 days 00:04:19.947531,relu,sigmoid,65,0.00028752979561958206,200,COMPLETE,0.019036535468089835,0.45748912551420073,0.9960005447004928,0.320377366867545,0.4482258931375821
129,129,0.06173893706915721,2020-12-15 09:41:35.232251,2020-12-15 09:46:02.105917,0 days 00:04:26.873666,relu,sigmoid,77,0.000267338568833757,199,COMPLETE,0.015434734267289302,0.3127551321668273,0.9955509185229422,0.2426072885066326,0.39158701836592286
130,130,0.024533333333333334,2020-12-15 09:46:02.107336,2020-12-15 09:50:37.514081,0 days 00:04:35.406745,relu,sigmoid,77,0.0002658366305511126,197,COMPLETE,0.0061333333333333335,0.2667850886688842,0.9960077461214298,0.44222234283191125,0.42778712773888966
131,131,0.0013333333333333333,2020-12-15 09:50:37.515036,2020-12-15 09:54:37.382530,0 days 00:03:59.867494,relu,sigmoid,91,0.0005002783236639556,190,PRUNED,0.0003333333333333333,1.8853209203456218,3.9882472551206773,0.6511002552423308,1.6312504410104909
132,132,0.05147031354236157,2020-12-15 09:54:37.401607,2020-12-15 10:00:00.773199,0 days 00:05:23.371592,relu,sigmoid,71,0.0003882281697397948,200,COMPLETE,0.012867578385590392,0.3060395221130946,0.9971270170507356,0.3888314466971045,0.4262163910616313
133,133,0.032136446519902155,2020-12-15 10:00:00.774301,2020-12-15 10:05:03.607211,0 days 00:05:02.832910,relu,sigmoid,65,0.0005916175994227,194,COMPLETE,0.008034111629975539,0.3373875647056508,0.9954149101896267,0.2412332971155396,0.3955174709101981
134,134,0.010400000000000001,2020-12-15 10:05:03.608269,2020-12-15 10:10:00.375871,0 days 00:04:56.767602,relu,sigmoid,53,0.0002915246858366244,157,COMPLETE,0.0026000000000000003,0.2777884937114964,0.9978614638761234,0.20266269528531908,0.3702281632182347
135,135,0.011600000000000001,2020-12-15 10:10:00.376959,2020-12-15 10:15:52.491535,0 days 00:05:52.114576,relu,sigmoid,80,0.000767385570910191,188,COMPLETE,0.0029000000000000002,0.3363070049402641,0.994413247158444,0.1383767206753863,0.3679992431935236
136,136,0.013469601956860127,2020-12-15 10:15:52.492609,2020-12-15 10:21:17.403683,0 days 00:05:24.911074,relu,sigmoid,67,0.0004204120221547347,171,COMPLETE,0.0033674004892150318,0.3330604050622945,0.9964477738095792,0.10985512151517533,0.360682675219066
137,137,0.024799999999999996,2020-12-15 10:21:17.404897,2020-12-15 10:26:58.857266,0 days 00:05:41.452369,relu,sigmoid,57,0.0009659610584586946,200,COMPLETE,0.006199999999999999,0.4351162241423426,0.9980086737839811,0.12137518320088445,0.390175020281802
138,138,0.002,2020-12-15 10:26:58.858362,2020-12-15 10:31:41.454673,0 days 00:04:42.596311,relu,sigmoid,75,0.0012398327587440578,182,PRUNED,0.0005,1.3802084358454543,3.9951917007812576,0.7612324393081994,1.5342831439837277
139,139,0.030666666666666665,2020-12-15 10:31:41.472841,2020-12-15 10:35:48.702723,0 days 00:04:07.229882,relu,sigmoid,61,0.00015800852283603248,175,COMPLETE,0.007666666666666666,0.21741885960595986,0.9966541863415488,0.4381567703011234,0.41497412072882467
140,140,0.04413644651990216,2020-12-15 10:35:48.703767,2020-12-15 10:40:11.893435,0 days 00:04:23.189668,relu,sigmoid,49,0.0005934982034283268,191,COMPLETE,0.01103411162997554,0.33486035388824364,0.9951900962623574,0.2980046442704442,0.40977230151275523
141,141,0.03706693351122971,2020-12-15 10:40:11.894495,2020-12-15 10:44:43.352362,0 days 00:04:31.457867,relu,sigmoid,84,0.00022471150688980687,186,COMPLETE,0.009266733377807427,0.4839923632570316,0.9954021067460804,0.20342495657677406,0.4230215399894234
142,142,0.030134489659773177,2020-12-15 10:44:43.353441,2020-12-15 10:49:31.977484,0 days 00:04:48.624043,relu,sigmoid,45,0.00029522510547202015,195,COMPLETE,0.007533622414943294,0.2413604424587164,0.9960965511649217,0.24523070615029172,0.37255533054721823
143,143,0.06506746720035579,2020-12-15 10:49:31.978873,2020-12-15 10:53:57.016737,0 days 00:04:25.037864,relu,sigmoid,29,0.0002459559018728209,179,COMPLETE,0.016266866800088948,0.3487698545476018,0.9941500359964026,0.43776532233545745,0.4492380199198877
144,144,0.006800355792750723,2020-12-15 10:53:57.017796,2020-12-15 10:58:17.636687,0 days 00:04:20.618891,relu,sigmoid,25,0.00035023501495494414,179,COMPLETE,0.0017000889481876807,0.39919597693231246,0.9951460944062849,0.06932973233669858,0.3663429731558709
145,145,0.016533333333333334,2020-12-15 10:58:17.637726,2020-12-15 11:02:22.575837,0 days 00:04:04.938111,relu,sigmoid,41,0.00046263020430857137,175,COMPLETE,0.0041333333333333335,0.3611077213769756,0.9963485734258409,0.09745378410324097,0.36476085305984773
146,146,0.0216,2020-12-15 11:02:22.576870,2020-12-15 11:06:16.637817,0 days 00:03:54.060947,relu,sigmoid,34,0.00024198780222612072,167,COMPLETE,0.0054,0.3146997460979786,0.9950644872761369,0.17831741476487534,0.37337041203474775
147,147,0.007733333333333333,2020-12-15 11:06:16.638762,2020-12-15 11:10:09.387471,0 days 00:03:52.748709,relu,sigmoid,20,0.0001314422365024429,183,COMPLETE,0.0019333333333333333,0.40960792804141166,0.9950844906300509,0.34276379012724634,0.43734738553301056
148,148,0.018000000000000002,2020-12-15 11:10:09.388558,2020-12-15 11:15:31.264006,0 days 00:05:21.875448,relu,sigmoid,114,0.0005027449648427176,200,COMPLETE,0.0045000000000000005,0.40994351172082577,0.9961981584486252,0.1876098087673575,0.39956286973420213
149,149,0.09533502334889926,2020-12-15 11:15:31.265021,2020-12-15 11:19:38.345234,0 days 00:04:07.080213,relu,sigmoid,25,0.0006731664308089185,189,COMPLETE,0.023833755837224815,0.3191440155884032,0.9938396147725792,0.20560985757607186,0.38560681094356974
150,150,0.08547191460973982,2020-12-15 11:19:38.346148,2020-12-15 11:24:03.066334,0 days 00:04:24.720186,relu,sigmoid,24,0.0006806940944017219,191,COMPLETE,0.021367978652434956,0.402407148621253,0.9933827939588514,0.2827668992323825,0.4249812051162305
151,151,,2020-12-15 11:24:03.067441,,,relu,sigmoid,25,0.0006955215493455513,192,RUNNING,0.0,0.13613773692601414,0.2498039905915484,1.0189940490747533e-05,0.09648797936451331
